what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677558515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677559437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677559687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677601875
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271677605421
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271677605453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677608078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677608687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677610093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677610093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677610156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677727265
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271677729343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677733437
error,log,,,"Variable references empty selection: ${project_loc}",1271677733468
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677735796
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271677736062
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271677738171
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1271677748281
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1271677757765
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1271677763828
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677764093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271677765281
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271677769312
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271677772859
