what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659121281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659125546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659182531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659196000
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659316265
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1271659319984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659321031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659332265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659333281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659644375
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271659859796
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271659867875
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1271659868609
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1271659870125
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1271659870734
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1271659872031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271660801250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271660948359
activated,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1271660948406
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271660999281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271661000453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271661016937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271661016937
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271661016953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271661021468
