what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271663979109
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271663979109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271663979515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271663979531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271663991828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664002125
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271664004953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664007046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664007156
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664024593
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664031953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664032171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664033093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664398203
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271664399328
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664407546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664410437
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271664416562
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271664416609
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271664419875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664452187
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664452187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664452250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271664455437
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271664456406
