what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271665238531
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271665252015
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1271665254046
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271665255187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665256406
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1271665256421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1271665257156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665273421
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271665282062
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271665282062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665586796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665591140
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1271665607484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665656968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665678625
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665688640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665816703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665817062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665817062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665817406
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665817500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665820390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665847812
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665856468
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271665857218
