what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675364062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675364578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675371046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675405562
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271675405578
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271675405906
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271675405953
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271675408921
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271675408921
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271675410109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675413812
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675414343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675415421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675415421
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675415484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675513781
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271675513796
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271675517578
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271675519406
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675527437
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675527437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675527515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675528000
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675528781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675528781
