what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679863234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679864265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679865234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679866203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679867062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679868250
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679869281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679870281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679870984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679882750
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271679884500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679895796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679913984
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271679920312
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271679920359
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1271679920390
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271679920406
closed,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1271679920437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679922406
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679924265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679933609
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679935515
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1271679941234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679941359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271679975046
