what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669243921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669346718
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271669355000
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271669356468
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271669357406
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271669358656
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1271669360781
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271669370296
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1271669373484
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271669373484
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271669374375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669391968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669391968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669392062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669449093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669449796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669456609
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271669457187
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271669463062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669468625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669468625
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669468703
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669513125
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1271669513250
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271669514171
