what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1271680279156
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1271680281531
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1271680281640
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1271680282812
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271680284500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680287750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680289250
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271680316031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680345812
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680350218
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271680350234
error,log,,,"Launch configuration OpenOCD Tiny TEST at file:/C:/gccfd_new/project_LPC2129/.metadata/.plugins/org.eclipse.debug.core/.launches/OpenOCD%20Tiny%20TEST.launch does not exist.",1271680351734
error,log,,,"Launch configuration OpenOCD Tiny TEST at file:/C:/gccfd_new/project_LPC2129/.metadata/.plugins/org.eclipse.debug.core/.launches/OpenOCD%20Tiny%20TEST.launch does not exist.",1271680351734
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680356984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680359156
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271680360015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680365609
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271680402125
activated,perspective,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugPerspective",1271680404609
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271680404625
opened,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.MemoryView",1271680404703
opened,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.RegisterView",1271680404734
opened,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.ModuleView",1271680404750
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271680404828
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271680404890
