what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675528843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675533312
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271675533421
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271675535718
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1271675539078
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271675541968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675558765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675558765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675558812
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675559359
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675559640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675559656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675559734
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675560265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675560984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675560984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675561078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675576109
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1271675576187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675582796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675583781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675586921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675586921
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675587031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271675612812
